;Y_UTM;X_UTM;ZoneNumber;ZoneLetter;Latitude;Longitude;past_mer;Y;X;SiO2;TiO2;Al2O3;Fe2O3;FeO;MnO;MgO;CaO;Na2O;K2O;P2O5;l.i.;oth;sum;hs;type_granite;time;massif;sampler;others;sampler+year;area
3975;-564559179,4;115049445,3;1;W;"47°15'50.0""";"138°46'0.0""";;47,26395668;138,7667345;64,1501937;0,417204728;17,68153372;2,821098639;1,62908513;0,079467567;0,516539187;1,350948644;3,546240191;7,191814841;0,009933446;0,596006755;0,009933446;100;0,19;Granosyenite;K2;;A.S.Akel'eva;;V.K.Putintsev,1953;2
3979;-515659577;468127034;1;W;"44°28'37.0""";"134°47'30.0""";;44,47715879;134,791881;64,47972838;0,46934292;15,36848412;2,706211304;3,005791891;0,079888157;2,476532854;3,97443579;3,185540244;3,145596165;0,00998602;1,088476133;0,00998602;100;0,32;Granodiorite;K2-Pg;Pribrezhny massif;;;B.V.Kuznetsov,1965;2
3981;-483793639,5;-485950121,8;1;W;"54°29'0.0""";"137°50'0.0""";;54,48330969;137,8333097;64,58583433;0,610244098;17,01680672;0,380152061;3,941576631;0,100040016;1,81072429;4,771908764;3,491396559;2,090836335;0,230092037;0,570228091;0,400160064;100;0,01;Granodiorite;K2;;;;S.I.Gorokhov,1955;2
3989;-469299901,1;-436258697,7;1;W;"54°3'0.0""";"134°57'0.0""";;54,04996282;134,9499628;64,8241206;0,713567839;16,85427136;1,557788945;2,201005025;0,060301508;1,577889447;4,603015075;4,663316583;1,869346734;0,190954774;0,472361809;0,412060302;100;0,01;Plagiogranite;K2-Pg;;;;Yu.I.Scherbina,1965;2
3993;-503219364;-490695973,8;1;W;"54°11'0.0""";"139°36'0.0""";;54,18344834;139,600115;64,7354152;0,492017271;15,69434682;1,988151421;2,279345316;0,08032935;2,550456873;3,685108947;3,644944272;4,036549854;0,230946882;0,542223115;0,040164675;100;0,01;Granodiorite;K2;;L.A.Kyanno;Det.:co2-0.03.Oth.:S03-0.0l;E.N.Brusko,1974;2
3998;-521470844;-408381859,9;1;W;"52°50'0.0""";"139°2'0.0""";;52,83337517;139,0333752;64,24369329;0,448698774;18,37670755;1,056934889;2,5326553;0,099710839;2,821816731;4,407219065;3,908664872;1,744939675;0,159537342;0,189450593;0,009971084;100;0,01;Hb-Bt granite;K2;Sergo-Mikhaylovsky massif;;;Ya.I.Fayn,1958;2
3999;-528257668,4;470028535;1;W;"44°31'50.0""";"136°11'0.0""";;44,53054268;136,1833205;63,93767987;0,942740895;15,89758857;1,806093083;3,641956932;0,099235884;3,383943634;4,068671232;2,212960206;2,689292448;0,436637888;0,873275777;0,009923588;100;0,08;Diorite;Pg;;T.GShpak;;G.A.Valuy,1975;2
4003;-548676027,2;154690651,4;1;W;"46°56'4.0""";"137°2'45.0""";;46,93445259;137,0458415;64,62680578;0,712279294;16,1717496;0,411316212;4,654895666;0,11035313;1,605136437;1,87600321;3,731942215;4,464285714;0,170545746;1,454654896;0,010032103;100;0,01;Granodiorite;K2;;;;A.A.Syas'ko,1969;2
4009;-491903107,3;-310120038,7;1;W;"51°59'0.0""";"133°59'0.0""";;51,98348112;133,9834811;64,26147705;0,449101796;15,85828343;0,928143713;3,73253493;0,099800399;2,54491018;4,890219561;3,552894212;2,175648703;0,119760479;1,377245509;0,00998004;100;0,01;Quartz diorite;K2;;;;V.V.Onikhimovsky,1948;2
4010;-559409232,4;80049677,09;1;W;"47°33'15.0""";"138°12'52.0""";;47,55411823;138,214396;64,67396765;0,632974982;16,2564051;2,692655481;2,682608259;0,100472219;1,527177735;3,536622124;4,028935999;3,406008239;0,010047222;0,442077765;0,010047222;100;0,3;Granodiorite;Pg;Khulimin Sakhotin massif;;;V.G.Sigov,1973;2
4012;-540820890,4;210516934,2;1;W;"46°28'30.0""";"136°16'20.0""";;46,47488166;136,2721039;64,65032154;0,602893891;15,49437299;1,92926045;3,215434084;0,100482315;1,909163987;4,069533762;3,014469453;3,567122186;0,190916399;1,245980707;0,010048232;100;0,01;Granodiorite;K2;;;Det.:H2o+-0.76;V.K.Matushkin,1974;2
4018;-509618805,9;-481603211,1;1;W;"53°57'0.0""";"139°52'0.0""";;53,94992575;139,8665924;64,51224408;0,431553593;15,69650743;2,559213167;2,308309916;0,120433561;2,207948615;3,843837816;3,462464874;3,462464874;0,160578081;1,093938177;0,140505821;100;0,01;Granodiorite;Pg;Evatika massif;S.M.Kireeva;Det:co2-0.14;N.I.Yusovskikh,1973;2
4022;-506970564,7;549200488,4;1;W;"43°53'5.0""";"134°30'0.0""";;43,88463944;134,4999172;64,1281565;0,499051802;14,39265396;3,812755764;4,571314502;0,209601757;1,147819144;0,808463919;2,984329773;6,827028646;0,09981036;0,509032838;0,009981036;100;1,55;Granodiorite-porphyry;K2-Pg;;;;M.A.Smirnova,1961;2
4026;-522396639,6;503294625;1;W;"44°16'40.0""";"135°47'50.0""";;44,27772437;135,7971688;64,05065816;0,478659753;15,2173913;2,532907858;3,260869565;0,10969286;2,832070203;4,71679298;3,001595533;3,011567611;0,009972078;0,76785002;0,009972078;100;0,26;Granodiorite;K2-Pg;Pribrezhny massif;;;B.V.Kuznetsov,1965;2
4028;-532070170,9;-330017346,7;1;W;"51°46'0.0""";"138°30'0.0""";;51,76683548;138,5001688;64,20715857;0,709858028;13,76724655;1,669666067;4,059188162;0,119976005;3,939212158;4,799040192;3,00939812;2,849430114;0,269946011;0,589882024;0,009998;100;0,01;Quartz diorite;K2;;;;V.S.Kuzmin,1946;2
4030;-550142267,9;274694081,3;1;W;"46°0'0.0""";"137°30'0.0""";;46,0000743;137,5000743;64,36735512;0,571485863;17,2047323;2,767194706;1,98516142;0,18046922;1,44375376;3,850010026;4,411469822;2,336073792;0,18046922;0,691798677;0,010026068;100;0,01;Granodiorite;K2;;;;V.N.Ovechkin,1978;2
4034;-538670818,2;247571815,4;1;W;"46°10'45.0""";"136°8'20.0""";;46,17910938;136,1388316;64,05548348;0,528889332;16,31573695;1,237401457;3,642351063;0,159664704;2,325117254;3,841931943;3,642351063;2,444865782;0,009979044;1,786248877;0,009979044;100;0,3;Monzogranodiorite;K2;East-Kandomin massif;6.G.Arbidan;;E.P.Izokh,1957;2
4037;-517446988,4;494717262,9;1;W;"44°18'25.0""";"135°11'30.0""";;44,30699811;135,1917203;64,34015243;1,002807862;15,2426795;1,052948255;4,763337345;0,100280786;1,564380265;4,171680706;3,038507822;3,088648215;0,180505415;1,444043321;0,010028079;100;0,01;Granodiorite-porphyry;K2-Pg;Lower-Kintsukhin massif;;;I.I.Antushevich,1966;2
4040;-496899729,7;-388679184,3;1;W;"52°56'0.0""";"136°13'0.0""";;52,93341676;136,2167501;64,30648882;0,812355832;15,75569151;0,782268579;3,530237689;0,100290843;2,687794604;4,382709859;3,199277906;3,309597834;0,180523518;0,942733928;0,010029084;100;0,01;Granodiorite;K2-Pg;Koltaur massif;;;Ya.I.Fayn,1964;2
4041;-544196700,7;215631343,4;1;W;"46°26'25.0""";"136°39'40.0""";;46,44025057;136,6610839;63,76566541;0,576884822;16,04336582;2,198130097;2,96399443;0,08951661;2,138452357;4,286851005;3,232544261;3,421523772;0,169086931;1,104038194;0,00994629;100;0,12;Quartz diorite;K2;;;Det.:H2o+-l.OO;V.K.Matushkin,1972;2
4043;-471386397;-370993106,8;1;W;"53°5'0.0""";"133°15'0.0""";;53,08328104;133,2499477;64,36389196;0,572346621;15,78471734;0,602470128;4,197208555;0,090370519;3,112762326;3,634903103;2,831609599;3,233256351;0,120494026;1,445928306;0,010041169;100;0,01;Granodiorite porphyraceous;K2;;;;G.I.Neronsky,1962;2
4047;-512912159,2;318405269,8;1;W;"45°33'15.0""";"133°31'35.0""";;45,55416937;133,5263916;64,09845908;0,420252151;15,08905343;0,900540324;4,532719632;0,090054032;2,821693016;4,492695617;3,47208325;3,001801081;0,11006604;0,960576346;0,010006004;100;0,01;Granodiorite;K2;Yamutinzin massif;;;N.K.Flyaga,1962;2
4053;-521133913,8;407641885,9;1;W;"44°55'36.0""";"134°58'27.0""";;44,92662002;134,97412;64,41940028;0,50311934;16,48218958;0,5333065;3,853894144;0,090561481;2,022539746;4,316763936;3,018716039;2,706782049;0,191185349;1,851479171;0,010062387;100;0,01;Granodiorite;K2-Pg;Lower-Kuentsin massif;;;M.N.Novikova.1956;2
4057;-552766613,4;122451447,9;1;W;"47°12'5.0""";"137°28'30.0""";;47,20137361;137,4749847;64,07611417;0,640961442;17,28592889;1,221832749;4,016024036;0,070105158;1,231847772;3,274912369;3,535302954;3,83575363;0,180270406;0,620931397;0,010015023;100;0,01;Granodiorite-porphyry;K2;;;;V.V.Sigov,1969;2
4060;-536912801,7;218164095,9;1;W;"46°24'25.0""";"135°51'15.0""";;46,40700285;135,8542251;63,88333999;0,609268877;15,36156612;2,25729125;4,804234918;0,079904115;1,498202157;3,765481422;2,82660807;3,815421494;0,059928086;1,028765481;0,009988014;100;0,01;Bt granite;K2;Upper-Tatiba massif;;;V.A.Nikogosyan,1966;2
4070;-518347837,9;-422250961,6;1;W;"53°3'0.0""";"139°4'0.0""";;53,05010216;139,0667688;63,91752577;0,490441397;17,71594435;1,53137824;1,921729557;0,050045041;2,131918727;3,833450105;4,33390051;2,732459213;0,180162146;1,151035932;0,010009008;100;0,01;Granodiorite;K2;Dalzhin massif;;;E.P.Zarembsky,1961;2
4083;-499976992;465178082,4;1;W;"44°24'40.0""";"133°1'20.0""";;44,41107672;133,0221878;63,86663997;0,690828995;15,15818983;1,1113336;3,594313176;0,100120144;2,753303965;4,815778935;3,44413296;3,303964758;0,010012014;1,141369644;0,010012014;100;0,06;Granodiorite;K2;Sinegorsky massif;;;I.K.Nikiforova,1973;2
4084;-537497587,6;219538477;1;W;"46°23'50.0""";"135°55'25.0""";;46,39715116;135,9235401;63,73538523;0,599580294;16,5284301;1,219146597;4,376936145;0,079944039;1,498950734;4,107125012;2,997901469;3,997201959;0,029979015;0,819426402;0,009993005;100;0,01;Granite;K2;Tatiba massif;;;V.A.Nikogosyan,1966;2
4086;-448341730,9;-504594299,6;1;W;"55°32'0.0""";"135°45'0.0""";;55,53316352;135,7498302;63,5638828;0,627865258;16,91249751;1,365357784;2,361969304;0,109627267;2,401833765;4,544548535;3,677496512;3,866852701;0,179390074;0,219254535;0,169423959;100;0,01;Granodiorite;K1;;;;V.F.Zubkov,1958;2
4090;-563790987,5;116754582,6;1;W;"47°15'0.0""";"138°41'0.0""";;47,25002796;138,6833613;63,68268558;0,969127785;15,60595464;2,867419323;3,346987711;0,059946049;2,397841942;3,886502148;3,287041663;2,887401339;0,079928065;0,919172745;0,009991008;100;0,01;Granodiorite;Pg;Samargin massif;;Det.:H2o+-0.51;V.P.Davydov,1975;2
4091;-525357353,6;-236433102,4;1;W;"50°46'0.0""";"136°23'0.0""";;50,76664982;136,3833165;63,54935194;0,628115653;14,70588235;0,787637089;5,343968096;0,079760718;3,180458624;4,985044865;2,22333001;3,210368893;0,119641077;0,787637089;0,398803589;100;0,01;Granodiorite-porphyry;K2;;;;V.V.Onikhimovsky,1959;2
4096;-545883194;125526319,6;1;W;"47°10'25.0""";"136°42'40.0""";;47,17388545;136,7113854;63,57378031;0,658485483;16,91110446;0,099770528;4,868801756;0,099770528;1,855731817;4,569490173;3,072932256;3,312381522;0,009977053;0,957797067;0,009977053;100;0,38;Granodiorite-porphyry;K2;Sukheno-Katen massif;;;E.P.Izokh,1955;2
4099;-522321813,9;439748862,3;1;W;"44°42'25.0""";"135°19'15.0""";;44,70696303;135,3208519;63,33598726;0,875796178;16,53065287;1,761544586;4,169984076;0,069665605;2,259156051;4,349124204;3,144904459;2,388535032;0,059713376;1,044984076;0,009952229;100;0,01;Quartz diorite;K2;;Zubkova;;D.N.Kuznetsov,1967;2
4100;-520131639,8;-199803481;1;W;"50°24'0.0""";"135°22'0.0""";;50,39984492;135,3665116;63,69732759;0,800720649;15,26373736;0,550495446;5,274747273;0,120108097;2,492243019;4,634170754;2,722450205;2,712441197;0,140126114;1,581423281;0,010009008;100;0,01;Quartz diorite;K1;;;;B.I.Burde,1962;2
4104;-505972978,4;-491906159,5;1;W;"54°9'0.0""";"139°52'0.0""";;54,15012356;139,8667902;63,81334671;0,531861515;16,28700452;1,445057702;2,649272454;0,060210738;2,197691922;4,706472654;3,542398394;3,73306573;0,280983442;0,742599097;0,010035123;100;0,01;Granodiorite;Pg;;;;D.I.Gusev,1961;2
4107;-566709395,4;106494444,5;1;W;"47°20'0.0""";"139°0'0.0""";;47,33352159;139,0001883;63,33931062;0,69735007;15,2420801;1,693564455;4,044630404;0,069735007;2,928870293;4,303646145;3,586371787;2,988643156;0,149432158;0,946403666;0,009962144;100;0,42;Granodiorite;K2-Pg;Golden massif;;Det.:H2o+-0.19;I.Z.Bur'yanova,1970;2
4111;-556176785,5;232481200,5;1;W;"46°19'55.0""";"138°1'30.0""";;46,33172219;138,0247777;63,61633961;0,77092511;16,0392471;3,374048859;1,772126552;0,100120144;2,012414898;4,545454545;3,584301161;3,163796556;0,150180216;0,86103324;0,010012014;100;0,01;Granodiorite;K2;;;Det.:H2o+-0.18;G.A.Amel'chenko,1976;2
4114;-563791658,1;116745785,6;1;W;"47°15'0.0""";"138°41'0.0""";;47,25009951;138,6834328;63,43656344;0,639360639;15,28471528;2,517482517;4,085914086;0,0999001;2,167832168;3,436563437;4,005994006;3,286713287;0,00999001;1,018981019;0,00999001;100;0,01;Granodiorite;Pg;Samargin massif;;;V.P.Simanenko,1973;2
4115;-564522624,1;113339130,8;1;W;"47°16'40.0""";"138°45'45.0""";;47,27785321;138,7625754;63,20294615;0,696725391;15,53697621;3,841942869;2,20961481;0,109485419;2,667462924;4,309744202;3,563252712;3,204936797;0,159251518;0,487707773;0,00995322;100;0,17;Granodiorite;Pg;Samargin massif;;Det.:H2o+-0.57;A.V.Oleynikov,1975;2
4116;-561926443;103325496,5;1;W;"47°21'36.0""";"138°28'48.0""";;47,35982116;138,4798212;63,65824308;0,411151223;15,94464501;2,196149218;3,409546731;0,200561572;2,015643803;3,359406338;3,55996791;3,168872844;0,391095066;1,67468913;0,010028079;100;0,9;Granodiorite medium-grained;K2;Unta massif;;;F.T.Fedchin,1975;2
4119;-560684324,7;-116993054,1;1;W;"49°19'0.0""";"139°3'0.0""";;49,31672259;139,0500559;63,09405448;0,705905747;15,79836946;0,298270034;5,339033605;0,099423345;2,217140585;4,026645456;3,310797375;3,400278385;0,188904355;1,242791808;0,278385365;100;0,01;Granodiorite;K2;;AN.Geraskina;;A.V.Demin,1966;2
4120;-522694347,1;-452671616,4;1;W;"53°22'0.0""";"140°13'0.0""";;53,36657854;140,2165785;63,54896856;0,670939315;16,74344082;2,573603044;2,793911476;0,130182255;2,283196475;4,686561186;2,783897456;3,324654516;0,210294412;0,240336471;0,01001402;100;0,01;Granodiorite;Pg;Gyrman massif;;;N.P.Savrasov,1961;2
4123;-503040431,7;-281469281,6;1;W;"51°30'0.0""";"134°39'0.0""";;51,50027545;134,6502754;63,1468949;0,746417197;16,68988854;0,467754777;5,294585987;0,129378981;2,766719745;5,185111465;2,179538217;2,040207006;0,129378981;1,214171975;0,009952229;100;0,01;Quartz diorite;K2;;;;M.T.Turbin,1960;2
4126;-547382053,8;321945945,9;1;W;"45°38'40.0""";"137°23'30.0""";;45,64439806;137,3916203;63,64913689;0,742673625;15,73665195;2,248093135;4,195102369;0,180650341;1,756322762;3,934162987;3,613006825;3,111200321;0,04014452;0,782818145;0,01003613;100;0,01;Granodiorite;K2;;;;V.N.Ovechkin,1975;2
4130;-523469893,4;465293069;1;W;"44°32'15.0""";"135°37'40.0""";;44,53772465;135,6280024;63,07202547;0,59689614;14,80302427;2,914842817;4,168324712;0,278551532;2,447274174;3,730600875;4,615996817;2,317946677;0,119379228;0,925189017;0,009948269;100;0,01;Granodiorite-porphyry;K2-Pg;;E.P.Komogorova;;R.E.Ostroumov,1962;2
4131;-523325243,6;467055938,4;1;W;"44°31'30.0""";"135°37'30.0""";;44,52502504;135,625025;63,07202547;0,59689614;14,80302427;2,914842817;4,168324712;0,278551532;2,447274174;3,730600875;4,615996817;2,317946677;0,119379228;0,925189017;0,009948269;100;0,01;Granite-porphyry;K2;;;;V.N.Musin,1970;2
4132;-528739923,8;323304333,7;1;W;"45°34'22.0""";"135°20'25.0""";;45,57274019;135,3402402;63,44441109;0,380266186;15,99119384;1,53107175;3,08215751;0,030021015;2,731912339;5,363754628;3,59251476;2,57180026;0,170119083;0,840588412;0,270189132;100;0,01;Bt-Amf granodiorite;K2;Yamutinzin massif;S.V.Churilina;Det:H2o+-0.43.Oth.:S03-0.27;M.G.Rub,1947;2
4134;-510620558,8;-297751429,8;1;W;"51°37'0.0""";"135°44'0.0""";;51,61684913;135,7335158;63,43440408;0,590413289;15,20064045;1,0207145;4,823376363;0,150105074;3,532472731;3,63254278;2,561793255;3,412388672;0,150105074;1,481036726;0,010007005;100;0,01;Quartz diorite;K2;;;;N.G.Osipov,1960;2
4138;-522271736,2;-453499301,7;1;W;"53°23'0.0""";"140°12'0.0""";;53,38342202;140,2000887;63,85165776;0,453491888;16,39625113;1,783734758;2,882192885;0,12093117;1,400786053;4,615539655;3,809331855;3,315529578;0,181396755;1,179078908;0,010077598;100;0,01;Granodiorite-porphyry;K2;Gyrman massif;;;N.P.Savrasov,1961;2
4140;-532029846,3;-344320789,1;1;W;"51°56'0.0""";"138°45'0.0""";;51,93317182;138,7498385;63,22883387;0,80870607;10,69289137;6,78913738;3,963658147;0,009984026;3,494408946;4,652555911;3,813897764;1,198083067;0,009984026;1,327875399;0,009984026;100;0,01;Tonalite;K2;;;;V.V.Russ,1960;2
4144;-558585180;97703192,34;1;W;"47°24'24.0""";"138°6'54.0""";;47,40681568;138,115149;63,15474409;0,997705278;17,0507832;0,887957697;3,082909309;0,129701686;1,736007183;3,77132595;4,160431009;3,741394792;0,249426319;1,027636436;0,009977053;100;0,12;Monzogranodiorite;K2;Karakty massif;;Det.:H2o+-1.03;F.G.Fedchin 1975;2
4146;-552687382,7;123303246,2;1;W;"47°11'40.0""";"137°28'0.0""";;47,1943084;137,4665306;63,53141939;0,782975306;17,06484642;0,97370006;4,878538446;0,050190725;1,857056816;3,262397109;3,131901225;3,382854848;0,200762899;0,873318611;0,010038145;100;0,01;Bt granodiorite;K2;;;;V.V.Sigov,1969;2
4148;-515340668,9;468715081,3;1;W;"44°28'17.0""";"134°45'40.0""";;44,47141649;134,7611387;63,22309921;0,599460486;16,34528924;1,428714157;3,726646019;0,119892097;2,19802178;3,287041663;3,157158557;5,145369168;0,179838146;0,579478469;0,009991008;100;0,01;Granosyenite;K2;Berezovsky massif;;;V.I.Vysotsky,1965;2
4149;-529403889,5;-201350233,1;1;W;"50°21'0.0""";"136°24'0.0""";;50,3499163;136,3999163;63,09072782;0,598205384;15,77268195;0,498504487;5,623130608;0,169491525;2,921236291;5,433698903;2,482552343;2,492522433;0,109670987;0,797607178;0,00997009;100;0,01;Granodiorite;K2;;;;N.E.Zavadskaya,1960;2
4156;-559030778,7;111778163,2;1;W;"47°17'25.0""";"138°9'45.0""";;47,29033601;138,1625582;62,93051961;0,676886323;16,09595859;1,204459486;4,26040215;0,149313159;2,170017918;4,340035835;3,185347402;2,84690424;0,149313159;1,980887916;0,009954211;100;0,01;Granodiorite;K2;;;;N.I.Arkhipov,1973;2
4157;-497958535,7;-297231121;1;W;"51°45'0.0""";"134°23'0.0""";;51,74996778;134,3833011;62,89183003;0,666733008;17,01661857;0,547318141;5,134839287;0,119414867;1,711613096;5,423425216;3,16449398;1,840979202;0,009951239;1,323514778;0,149268584;100;0,01;Bt-Hb granodiorite;K2;;;;M.T.Turbin,1960;2
4158;-532770571,3;-448626610,2;1;W;"53°10'0.0""";"141°1'0.0""";;53,16680475;141,0168047;63,60068431;0,503169971;17,38955419;2,203884472;2,777498239;0,090570595;2,052933481;3,260541411;3,320921807;4,025359767;0,140887592;0,493106571;0,140887592;100;0,01;Granodiorite;Pg;Kumlyan massif;;;S.V.Bravina'1955;2
4159;-556738029,6;160809767,7;1;W;"46°53'30.0""";"137°56'35.0""";;46,8915956;137,9429845;63,60068431;0,68431116;15,69890309;3,290731609;2,787561638;0,130824192;2,294455067;4,407768944;2,948576029;3,250478011;0,120760793;0,774881755;0,010063399;100;0,01;Granodiorite;K2;Dagdy-Japan massif;;;A.V.Oleynikov,1978;2
4160;-533984838,6;-248873442;1;W;"50°50'0.0""";"137°28'0.0""";;50,83329768;137,466631;63,56869845;0,61355864;17,29028365;0,653791994;3,31925166;0,100583384;2,615167974;3,600885134;3,108026554;3,460068397;0,010058338;1,649567491;0,010058338;100;0,01;Granodiorite-porphyry;K2;Talandin massif;;;E.B.Beltenev,1960;2
4161;-511381417,8;582301125,8;1;W;"43°42'3.0""";"135°16'20.0""";;43,70091138;135,2723003;63,31663327;0,561122244;18,33667335;0,731462926;3,527054108;0,130260521;1,062124248;3,917835671;2,44488978;4,929859719;0,01002004;1,022044088;0,01002004;100;0,01;Quartz diorite;K2;Sakhen Chikhachevsky massif;;Det:H2o+-0.76;V.N.Musin,1970;2
4163;-499245774,2;465076556,3;1;W;"44°24'28.0""";"132°56'21.0""";;44,40764183;132,9390307;63,28492739;0,761141713;16,24436655;2,944416625;1,922884326;0,08012018;2,483725588;4,566850275;3,224837256;3,365047571;0,010015023;1,101652479;0,010015023;100;0,05;Granodiorite;K2;;O.G.Arbidan;;Yu.Ya.Gromov,1959;2
4167;-530891495,8;300996646,7;1;W;"45°44'52.0""";"135°28'35.0""";;45,74784001;135,4764511;63,18527411;0,550220088;15,15606242;1,910764306;4,181672669;0,070028011;0,69027611;5,462184874;5,012004802;3,31132453;0,050020008;0,410164066;0,010004002;100;0,01;Granodiorite;K2;;;;Yu.P.Razmakhnin,1964;2
4175;-532627613,1;-447073401,9;1;W;"53°9'0.0""";"140°58'0.0""";;53,14995763;140,9666243;63,34069464;0,712708292;15,64946798;3,131901225;2,298735194;0,090343305;2,338887774;4,547279663;3,342702269;3,924914676;0,190724754;0,361373218;0,070267015;100;0,01;Granodiorite;Pg;Kumlyan massif;;;V.R.Polikanov,1966;2
4178;-511190999,9;582250985,4;1;W;"43°42'0.0""";"135°15'5.0""";;43,69998167;135,2513706;63,23072295;0,822219994;17,80808182;0,461245362;4,792940941;0,110297804;0,952571944;3,720044119;4,502155821;3,018149002;0,220595608;0,350947558;0,010027073;100;0,01;Granodiorite;K2;Ol'gin massif;G.A.Dyatlova;Det:H2o+-0.76;G.A.Valuy,1975;2
4184;-558583522,1;97725867,12;1;W;"47°24'24.0""";"138°6'54.0""";;47,40662741;138,1149607;62,92673188;0,858454781;16,56019166;2,874825314;2,545418247;0,099820323;1,736873627;3,773208225;3,663405869;4,192453584;0,239568776;0,519065682;0,009982032;100;0,15;Granosyenite;K2;Karakty massif;F.TRynkova;Det:H2o+-0.32;V.S.Ivanov,1971;2
4185;-558534296,4;97708078,55;1;W;"47°24'24.0""";"138°6'34.0""";;47,40678463;138,1095624;62,92673188;0,858454781;16,56019166;2,874825314;2,545418247;0,099820323;1,736873627;3,773208225;3,663405869;4,192453584;0,239568776;0,519065682;0,009982032;100;0,01;Granodiorite;K2;Karakty massif;;;N.I.Shlepkin,1972;2
4186;-551243451,5;243398118,5;1;W;"46°14'20.0""";"137°31'0.0""";;46,23872681;137,5165046;63,04630463;0,880088009;15,60156016;2,940294029;2,97029703;0,120012001;2,480248025;4,96049605;3,440344034;2,710271027;0,150015002;0,690069007;0,010001;100;0,3;Granodiorite;K2;;;Det.:H2o+-0.20;G.A.Amel'chenko,1976;2
4193;-564407164,5;113684003,4;1;W;"47°16'30.0""";"138°45'0.0""";;47,27504171;138,7500417;62,74275471;0,697141719;16,03425954;3,067423563;2,788566876;0,089632507;2,798526043;4,182850314;3,585300269;3,206851907;0,169305846;0,627427547;0,009959167;100;0,08;Granodiorite;K2;;FTRynkova;Det:H2o+-0.46;V.S.Ivanov,1971;2
